	Ensembl.ID	MGI.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17535076	ENSMUSG00000067860	Zic3	-0,0160318916	4,7010446308	-0,2392014964	0,811897194	0,945204036	-6,3479747675
17218790	ENSMUSG00000026584	Scyl3	-0,0117693821	7,3437265231	-0,2391719406	0,811919988	0,945204036	-6,3479817615
17207065	NA	NA	-0,027950531	7,1216286	-0,2391682275	0,8119228517	0,945204036	-6,3479826401
17391233	ENSMUSG00000074825	Itpripl1	-0,0191914276	6,1013583077	-0,2391643285	0,8119258586	0,945204036	-6,3479835626
17479913	NA	Gm2115	0,0145128835	6,5148099077	0,2391305899	0,8119518788	0,945204036	-6,3479915451
17258867	ENSMUSG00000017716	Birc5	-0,027276174	4,6860974	-0,2391205133	0,8119596502	0,945204036	-6,347993929
17289790	ENSMUSG00000076946	Mir582	-0,0354640945	4,7727593077	-0,2390639098	0,812003305	0,945204036	-6,3480073181
17518980	ENSMUSG00000093042	Mir3109	0,0362812963	4,5284928154	0,2390115257	0,8120437062	0,945204036	-6,3480197064
17530107	ENSMUSG00000053747	Sox14	-0,0221813174	5,4465631846	-0,2389973057	0,8120546734	0,945204036	-6,3480230688
17372026	NA	NA	0,0184306502	4,0427927846	0,2389940718	0,8120571675	0,945204036	-6,3480238334
17256857	ENSMUSG00000071818	4930417O22Rik	0,0256514736	4,5471484308	0,2389734743	0,8120730536	0,945204036	-6,3480287034
17205425	NA	NA	-0,0440106754	7,3094770769	-0,2389147014	0,8121183831	0,945204036	-6,3480425971
17309899	ENSMUSG00000041841	Rpl37	0,0293099802	6,0581003231	0,2388943984	0,8121340423	0,945204036	-6,3480473958
17209947	NA	NA	0,0590547775	6,6212627231	0,2388853109	0,8121410512	0,945204036	-6,3480495436
17205689	NA	NA	0,0477372172	8,3084655231	0,2388346209	0,8121801475	0,945204036	-6,3480615223
17204675	NA	NA	0,0454175937	6,5020809692	0,2387855306	0,8122180104	0,945204036	-6,3480731206
17529842	NA	NA	-0,0328328174	6,0393518154	-0,2387799623	0,8122223052	0,945204036	-6,348074436
17548628	NA	NA	0,0276134968	4,6168770462	0,2387712239	0,8122290451	0,945204036	-6,3480765003
17420897	ENSMUSG00000009863	Sdhb	-0,0101293345	9,1688565077	-0,2387343688	0,8122574715	0,945204036	-6,3480852058
17365692	ENSMUSG00000025024	Smndc1	0,0215622729	8,2226606769	0,238733489	0,8122581501	0,945204036	-6,3480854136
17409113	ENSMUSG00000068762	Gstm6	0,0191959188	5,0220384923	0,238654355	0,8123191872	0,945241525	-6,348104101
17202737	NA	NA	-0,0413380845	6,9280643385	-0,238577005	0,8123788494	0,9452758728	-6,3481223612
17480349	ENSMUSG00000051727	Kctd14	0,0187299775	4,7437125692	0,2385126339	0,8124285015	0,9452758728	-6,3481375529
17258930	NA	NA	0,0250667667	5,0614004308	0,2384916876	0,8124446584	0,9452758728	-6,3481424954
17422160	ENSMUSG00000028936	Rpl22	0,0151676874	6,9326318	0,2384368946	0,8124869233	0,9452758728	-6,3481554223
17473695	NA	NA	-0,0253649768	5,3384525385	-0,2384173112	0,8125020292	0,9452758728	-6,3481600418
17548115	NA	NA	0,0268257086	5,884906	0,2383918916	0,812521637	0,9452758728	-6,3481660373
17206401	NA	NA	-0,0533405118	6,1632895692	-0,2383115239	0,8125836308	0,9452798314	-6,348184989
17337549	ENSMUSG00000064121	Olfr96	-0,0292867029	4,0487220923	-0,2382690048	0,8126164296	0,9452798314	-6,3481950129
17382359	NA	NA	0,0316085135	6,4334647538	0,2382670496	0,8126179378	0,9452798314	-6,3481954738
17343478	ENSMUSG00000095253	Zfp799	-0,0111727339	8,2885069538	-0,2381989308	0,8126704846	0,9452798314	-6,348211529
17361463	ENSMUSG00000024870	Rab1b	0,0159269132	10,3865868462	0,2381757854	0,8126883391	0,9452798314	-6,3482169832
17462167	NA	NA	0,0160493623	7,2159475385	0,238139912	0,8127160124	0,9452798314	-6,3482254357
17207417	NA	NA	0,0451278829	6,2154891692	0,2381259347	0,8127267947	0,9452798314	-6,3482287287
17413662	ENSMUSG00000085980	Gm12408	-0,0258564232	4,3970685692	-0,238024448	0,8128050845	0,945337365	-6,3482526327
17459952	ENSMUSG00000030036	Mogs	0,0217703039	6,0941683692	0,2378612385	0,8129309931	0,9454502759	-6,3482910536
17339392	NA	NA	0,0330717169	4,5753153538	0,2376991538	0,8130560388	0,9455548091	-6,3483291836
17206301	NA	NA	-0,0283387895	6,6540332615	-0,237652406	0,8130921049	0,9455548091	-6,3483401761
17439976	NA	NA	-0,0318033472	4,7293476769	-0,2375513828	0,813170046	0,9455548091	-6,3483639237
17492314	ENSMUSG00000030605	Mfge8	0,0156780574	9,608138	0,2375505815	0,8131706642	0,9455548091	-6,348364112
17534157	ENSMUSG00000036537	Rnf113a1	-0,0189602757	5,7027240154	-0,2375415129	0,8131776609	0,9455548091	-6,3483662433
17303442	ENSMUSG00000021749	Oit1	0,0226163116	5,617834	0,237514456	0,8131985361	0,9455548091	-6,3483726016
17338715	ENSMUSG00000002833	Hdgfl2	-0,0096121673	8,6753119231	-0,2374049058	0,8132830589	0,9455548091	-6,3483983384
17445775	ENSMUSG00000039968	Rsbn1l	-0,0108889579	8,1824157231	-0,2373721889	0,8133083018	0,9455548091	-6,3484060223
17357930	ENSMUSG00000094846	Olfr1487	-0,0574754741	4,9308229846	-0,2373107515	0,8133557049	0,9455548091	-6,3484204487
17203149	NA	NA	-0,052638006	5,2287529846	-0,2373022027	0,8133623009	0,9455548091	-6,3484224558
17550508	ENSMUSG00000097318	1700007L15Rik	0,0231038555	5,2495126308	0,2372824898	0,8133775109	0,9455548091	-6,3484270837
17202389	NA	NA	0,0311523508	6,6583906769	0,2372309404	0,8134172854	0,9455548091	-6,3484391839
17201133	NA	NA	-0,029224335	6,8488002769	-0,2372239732	0,8134226612	0,9455548091	-6,3484408191
17200247	NA	NA	0,0678982431	5,7782319231	0,2372215878	0,8134245018	0,9455548091	-6,348441379
17231358	ENSMUSG00000019762	Iyd	-0,0223040182	4,8330290923	-0,2371264776	0,8134978885	0,9455744305	-6,3484636965
17205909	NA	NA	-0,0368812051	6,5881716462	-0,2370951647	0,8135220499	0,9455744305	-6,3484710421
17200501	NA	NA	-0,0472669001	5,6331871538	-0,2370144798	0,8135843079	0,9455744305	-6,3484899652
17207425	NA	NA	-0,0336964387	8,1801712769	-0,2370097777	0,8135879362	0,9455744305	-6,3484910678
17243379	ENSMUSG00000044199	S1pr4	-0,0234603782	4,9103420462	-0,2369757024	0,8136142297	0,9455744305	-6,3484990575
17460589	NA	NA	0,0214119294	10,7566238462	0,2369699088	0,8136187002	0,9455744305	-6,3485004158
17246727	ENSMUSG00000054986	Sec14l3	0,023919545	5,0048594308	0,2369141541	0,8136617228	0,9455744305	-6,3485134858
17490218	ENSMUSG00000008028	1700008O03Rik	0,0237271038	5,0163089231	0,2369001347	0,8136725408	0,9455744305	-6,3485167717
17209729	NA	NA	0,0561925591	5,1093674615	0,2368243181	0,8137310451	0,9455744305	-6,3485345387
17331720	ENSMUSG00000022894	Adamts5	0,024288701	5,2615193692	0,2368205765	0,8137339323	0,9455744305	-6,3485354154
17304461	ENSMUSG00000006529	Itih1	0,01576856	4,9201841846	0,2367626345	0,8137786444	0,9455744305	-6,3485489895
17349465	ENSMUSG00000034300	Fam53c	-0,0185055152	8,0156088154	-0,23674091	0,8137954086	0,9455744305	-6,3485540781
17344692	NA	NA	-0,0214637675	4,3945062154	-0,236637689	0,8138750629	0,9455744305	-6,3485782494
17313801	ENSMUSG00000022431	Ribc2	-0,0190646718	4,5986788462	-0,2365307814	0,8139575642	0,9455744305	-6,3486032729
17477832	NA	NA	-0,0477293194	5,1833222308	-0,236516479	0,8139686017	0,9455744305	-6,3486066198
17507786	ENSMUSG00000093142	Mir3106	0,0290616452	5,4023278615	0,2364308209	0,8140347064	0,9455744305	-6,3486266602
17424075	ENSMUSG00000036835	Psenen	-0,0125428884	9,9779189077	-0,2363957548	0,8140617683	0,9455744305	-6,3486348621
17449656	ENSMUSG00000029410	Ppef2	0,0266791677	4,6480448923	0,236305367	0,814131525	0,9455744305	-6,348655998
17338637	ENSMUSG00000003198	Zfp959	-0,0340104251	5,3847247385	-0,2363052073	0,8141316483	0,9455744305	-6,3486560354
17361250	ENSMUSG00000054611	Kdm2a	-0,0112822433	9,4377337077	-0,2362963031	0,8141385202	0,9455744305	-6,3486581171
17532802	ENSMUSG00000039545	Flicr	0,023224325	4,6370389231	0,2362913042	0,8141423782	0,9455744305	-6,3486592857
17448808	NA	NA	0,0207531551	10,7125941538	0,2361618774	0,8142422663	0,9455744305	-6,3486895345
17210091	NA	NA	-0,0316901614	7,5819268615	-0,2360648984	0,8143171142	0,9455744305	-6,348712189
17509819	NA	NA	-0,0169556843	7,2209163692	-0,236038076	0,8143378158	0,9455744305	-6,3487184531
17520602	NA	NA	-0,0261965253	7,2476163692	-0,2360305487	0,8143436254	0,9455744305	-6,3487202109
17313581	NA	NA	-0,0300135834	7,2151063385	-0,2359899479	0,8143749617	0,9455744305	-6,3487296912
17550034	NA	NA	-0,0300135834	7,2151063385	-0,2359899479	0,8143749617	0,9455744305	-6,3487296912
17224617	NA	NA	-0,0315128141	5,6647826462	-0,2359762513	0,814385533	0,9455744305	-6,348732889
17495363	ENSMUSG00000087621	1700003G18Rik	-0,0222754771	4,1838350308	-0,2359535371	0,8144030643	0,9455744305	-6,3487381918
17479142	NA	Gm5334	-0,0235979077	4,4544940923	-0,2359529412	0,8144035243	0,9455744305	-6,3487383309
17219362	ENSMUSG00000038235	F11r	0,0184941201	6,5016466308	0,2359362564	0,814416402	0,9455744305	-6,3487422257
17494828	NA	NA	0,0320338869	5,0066932769	0,2359316537	0,8144199545	0,9455744305	-6,3487433001
17300608	ENSMUSG00000002324	Rec8	0,0199793018	5,3635533231	0,2358964661	0,8144471133	0,9455744305	-6,3487515131
17499792	ENSMUSG00000060208	Defa17	-0,0368047524	4,4863145538	-0,235879357	0,8144603188	0,9455744305	-6,348755506
17296558	ENSMUSG00000095609	Gm21188	-0,0215095923	5,2086515231	-0,2358647383	0,8144716021	0,9455744305	-6,3487589175
17202537	NA	NA	0,0232147959	7,6413658462	0,2358547625	0,8144793018	0,9455744305	-6,3487612453
17521523	ENSMUSG00000032586	Traip	0,0200728691	6,6148719692	0,2357983236	0,8145228641	0,9455818569	-6,3487744136
17265625	ENSMUSG00000020801	Med31	-0,0151440578	7,8587966769	-0,2357273796	0,8145776228	0,9455818569	-6,3487909617
17207423	NA	NA	0,0778385104	6,6493503846	0,2357247054	0,8145796869	0,9455818569	-6,3487915854
17484644	ENSMUSG00000025487	Psmd13	0,0119825162	7,7838168923	0,235697062	0,814601024	0,9455818569	-6,348798032
17445460	NA	NA	0,023090468	4,1411681692	0,2355579401	0,8147084101	0,9456383781	-6,3488304644
17521175	NA	4930500F10Rik	-0,0203642443	5,8275576769	-0,235536244	0,8147251573	0,9456383781	-6,3488355205
17548094	ENSMUSG00000037722	Gnpnat1	-0,0181072528	7,964609	-0,2354879601	0,8147624279	0,9456383781	-6,3488467711
17346950	ENSMUSG00000080468	Mir1195	-0,0241761724	8,9473539846	-0,2354098604	0,8148227144	0,9456383781	-6,3488649641
17549206	ENSMUSG00000080468	Mir1195	-0,0241761724	8,9473539846	-0,2354098604	0,8148227144	0,9456383781	-6,3488649641
17550080	ENSMUSG00000080468	Mir1195	-0,0241761724	8,9473539846	-0,2354098604	0,8148227144	0,9456383781	-6,3488649641
17395684	ENSMUSG00000045493	Bhlhe23	0,0247475772	4,3381931385	0,235099608	0,8150622148	0,9458828583	-6,3489371767
17389285	ENSMUSG00000093804	Olfr1303	0,0283630358	5,0192816769	0,234982136	0,8151529023	0,9459506763	-6,348964494
17547994	NA	NA	-0,0283002725	4,6430341692	-0,2349227816	0,8151987245	0,9459506763	-6,3489782913
17371708	ENSMUSG00000027015	Cybrd1	-0,0245889464	5,0853536	-0,2349118277	0,815207181	0,9459506763	-6,3489808373
17205835	NA	NA	-0,0426685663	6,8668536769	-0,2348268414	0,8152727925	0,9459933407	-6,3490005859
17201685	NA	NA	-0,0525731102	4,1614249385	-0,2347736315	0,8153138726	0,9460075383	-6,3490129468
17514664	NA	NA	0,0200084758	4,0598146462	0,2346430525	0,8154146866	0,9460910418	-6,3490432692
17425374	NA	NA	-0,0220844205	4,4052405385	-0,234583456	0,8154606994	0,9461109579	-6,3490571028
17392056	ENSMUSG00000027356	Fermt1	-0,0365807687	4,4647002615	-0,2345238292	0,8155067363	0,9461309006	-6,34907094
17208835	NA	NA	-0,0551645454	6,1049401538	-0,2344136607	0,8155917972	0,9461961151	-6,3490964967
17433328	ENSMUSG00000028957	Per3	-0,0127903189	8,4632168154	-0,2342798695	0,8156951002	0,9462749008	-6,3491275173
17511782	NA	Gm30132	0,0186656081	4,3625037846	0,2342080346	0,8157505667	0,9462749008	-6,3491441655
17205457	NA	NA	0,0806182963	4,2464984308	0,2341788919	0,8157730693	0,9462749008	-6,349150918
17366170	ENSMUSG00000059326	Csf2ra	0,0219738501	7,2465278154	0,2341414009	0,8158020181	0,9462749008	-6,3491596037
17312124	NA	NA	-0,0241467579	4,5116454923	-0,2340584807	0,8158660463	0,9462749008	-6,3491788092
17285067	ENSMUSG00000033520	Idi2	-0,0349062334	4,3022732615	-0,2340451337	0,8158763525	0,9462749008	-6,3491818999
17412717	NA	NA	-0,0388178879	5,3347805077	-0,234039538	0,8158806734	0,9462749008	-6,3491831957
17239539	ENSMUSG00000019853	Hebp2	-0,0224666093	5,5688177231	-0,2340145141	0,8158999964	0,9462749008	-6,3491889898
17504922	ENSMUSG00000005699	Pard6a	-0,0185116502	6,4611725692	-0,2339750327	0,8159304833	0,9462749008	-6,3491981301
17241799	NA	1700049L16Rik	0,034623144	4,6136202154	0,2339520468	0,8159482329	0,9462749008	-6,3492034509
17206477	NA	NA	-0,0285268049	7,7413366154	-0,2338808338	0,8160032236	0,9463052128	-6,349219932
17507904	NA	NA	-0,0353923237	6,3749995846	-0,2338060969	0,8160609364	0,9463386794	-6,3492372232
17421142	NA	Fhad1os2	-0,0238794402	5,1784676	-0,2337115361	0,816133959	0,9463751964	-6,349259093
17435089	ENSMUSG00000039899	Fgl2	-0,0247808894	5,946713	-0,2336905862	0,8161501374	0,9463751964	-6,349263937
17209913	NA	NA	0,0391329427	6,8975341231	0,2336016241	0,8162188384	0,946421398	-6,3492845021
17230760	ENSMUSG00000026620	Mark1	0,0100564804	9,6803955231	0,2335235254	0,8162791513	0,9464286504	-6,3493025494
17295032	NA	NA	-0,0283817806	4,8025048	-0,2334815722	0,8163115507	0,9464286504	-6,3493122417
17354432	NA	NA	0,023433083	4,1694082923	0,2334751978	0,8163164735	0,9464286504	-6,3493137141
17417195	ENSMUSG00000078597	Cyp4a12b	-0,0271604229	6,6957190308	-0,2334440587	0,8163405217	0,9464286504	-6,3493209067
17273604	ENSMUSG00000037486	Asxl2	-0,010539235	8,3812188308	-0,2333897188	0,816382488	0,946443848	-6,349333456
17374445	ENSMUSG00000085316	D330050G23Rik	-0,016646142	6,9062518	-0,2332670861	0,8164771982	0,946515271	-6,3493617661
17548514	NA	NA	-0,0216711551	4,7552379538	-0,2332352116	0,8165018156	0,946515271	-6,3493691219
17250392	ENSMUSG00000042678	Myo15	0,0157518818	4,8078533231	0,233088931	0,8166147938	0,9465318277	-6,3494028672
17384445	NA	NA	-0,0149553993	11,5715298462	-0,2330808817	0,8166210107	0,9465318277	-6,3494047235
17333107	NA	NA	0,0248553058	5,6782686615	0,2330505359	0,8166444485	0,9465318277	-6,349411721
17512776	NA	Gm1943	-0,0208003015	5,9077878769	-0,2330402393	0,8166524012	0,9465318277	-6,3494140951
17388389	ENSMUSG00000068742	Cry2	0,010053948	8,9449612154	0,2330298833	0,8166603997	0,9465318277	-6,3494164828
17491035	ENSMUSG00000030834	Abcc6	-0,0262731249	5,3860977385	-0,2329185898	0,8167463598	0,9465685388	-6,3494421363
17329454	ENSMUSG00000038168	P3h2	-0,0174064393	6,7486570615	-0,2329139174	0,8167499687	0,9465685388	-6,3494432131
17511856	NA	NA	0,022826273	4,3677851846	0,2328458514	0,8168025423	0,9465685388	-6,3494588962
17337089	ENSMUSG00000079507	H2-Q1	-0,0347765884	4,7014923385	-0,2328107451	0,8168296584	0,9465685388	-6,3494669832
17322997	ENSMUSG00000022545	Ercc4	0,0126560325	7,4056745385	0,2328020417	0,8168363809	0,9465685388	-6,3494689879
17205239	NA	NA	0,0383883573	7,2615795385	0,2327003043	0,8169149643	0,9465927107	-6,3494924163
17209429	NA	NA	0,0383883573	7,2615795385	0,2327003043	0,8169149643	0,9465927107	-6,3494924163
17277504	ENSMUSG00000021255	Esrrb	0,0286235209	4,6779152923	0,2326269953	0,8169715904	0,9466248807	-6,3495092918
17383381	ENSMUSG00000026818	Cel	0,0213314596	4,4942460615	0,2324864358	0,8170801655	0,9466855823	-6,3495416332
17481258	ENSMUSG00000073931	Olfr646	0,0277881651	4,384054	0,2323806854	0,8171618547	0,9466855823	-6,3495659526
17448389	NA	NA	0,020874454	4,1528588923	0,2323697733	0,8171702841	0,9466855823	-6,3495684614
17201195	NA	NA	0,0495484083	6,4121788154	0,2323648085	0,8171741194	0,9466855823	-6,3495696028
17241454	ENSMUSG00000020076	Ddx50	-0,0107386577	8,6225389538	-0,2323253368	0,8172046108	0,9466855823	-6,3495786766
17424018	ENSMUSG00000036822	Topors	-0,0127215503	7,5379808462	-0,232323321	0,817206168	0,9466855823	-6,34957914
17531442	ENSMUSG00000074059	Fbxw18	0,0266845227	4,2579660615	0,2322466141	0,817265424	0,9466855823	-6,349596769
17299820	NA	Trav9d-3	-0,0178316579	5,3358330615	-0,2322218169	0,81728458	0,9466855823	-6,3496024667
17300012	NA	Trav9d-3	-0,0178316579	5,3358330615	-0,2322218169	0,81728458	0,9466855823	-6,3496024667
17217048	ENSMUSG00000052688	Rab7b	0,0249787048	5,0914913538	0,2321620257	0,8173307697	0,9466855823	-6,3496162026
17457956	ENSMUSG00000101268	2010310C07Rik	-0,0202516531	4,4781251385	-0,2321071425	0,8173731685	0,9466855823	-6,3496288078
17221533	ENSMUSG00000073735	Defb18	-0,0179857264	4,2750754923	-0,2319766097	0,8174740107	0,9466855823	-6,3496587759
17550394	NA	NA	-0,0172292594	5,0702806154	-0,2319477436	0,8174963115	0,9466855823	-6,3496654008
17291325	NA	Gm11342	-0,0218805733	4,5099658615	-0,2319454076	0,8174981162	0,9466855823	-6,3496659368
17533362	ENSMUSG00000031010	Usp9x	0,0082018069	10,5002830769	0,2319266112	0,8175126376	0,9466855823	-6,3496702502
17534352	ENSMUSG00000000355	Mcts1	-0,0142107629	7,3426788462	-0,2319108928	0,8175247811	0,9466855823	-6,349673857
17209861	NA	NA	0,0342314465	6,5451271231	0,231910625	0,817524988	0,9466855823	-6,3496739184
17206345	NA	NA	-0,0541542574	5,5955784462	-0,2318430021	0,8175772317	0,9466855823	-6,3496894324
17204553	NA	NA	0,0610696119	4,5538182615	0,2318340255	0,8175841668	0,9466855823	-6,3496914915
17202801	NA	NA	-0,027719997	8,2487294769	-0,2318118774	0,8176012781	0,9466855823	-6,3496965715
17495306	NA	NA	-0,0198697196	10,0048776308	-0,2317582572	0,8176427046	0,9466976925	-6,3497088682
17209961	NA	NA	-0,0299350858	6,9774543538	-0,2316889053	0,817696286	0,9466976925	-6,3497247684
17388733	ENSMUSG00000005087	Cd44	0,0211493271	5,4831732923	0,2316133435	0,8177546661	0,9466976925	-6,3497420869
17391448	NA	NA	0,0422502719	8,5871615692	0,2314983	0,8178435524	0,9466976925	-6,3497684437
17392600	ENSMUSG00000027446	9230104L09Rik	-0,0169973106	4,7856295846	-0,2314795802	0,8178580162	0,9466976925	-6,3497727312
17235663	ENSMUSG00000034902	Pip5k1c	0,0125961803	10,6570641538	0,2314762786	0,8178605671	0,9466976925	-6,3497734874
17504861	ENSMUSG00000005698	Ctcf	0,0088262031	9,3178081846	0,2314405187	0,817888197	0,9466976925	-6,3497816766
17538753	NA	NA	-0,0433663362	7,8890161231	-0,2314226571	0,8179019979	0,9466976925	-6,3497857666
17444913	ENSMUSG00000086494	2210417A02Rik	-0,0229331469	4,4294117538	-0,2313836673	0,8179321238	0,9466976925	-6,3497946934
17439643	NA	NA	0,021389737	4,6696718308	0,231333719	0,8179707172	0,9466976925	-6,3498061269
17211517	NA	NA	-0,0441364839	4,7878664462	-0,2313297106	0,8179738144	0,9466976925	-6,3498070444
17286210	NA	NA	-0,0252734138	7,9173900923	-0,2313231	0,8179789222	0,9466976925	-6,3498085574
17200605	NA	NA	-0,0476827992	5,7381785846	-0,2313126627	0,8179869869	0,9466976925	-6,3498109461
17413526	ENSMUSG00000084274	Gm12504	-0,0298877334	4,4804462462	-0,2312314952	0,8180497037	0,946700295	-6,3498295191
17212546	NA	NA	-0,0529129661	4,1550736769	-0,231226647	0,8180534499	0,946700295	-6,3498306283
17218760	NA	Gm20471	-0,0234613471	4,3185965231	-0,2311976808	0,8180758319	0,946700295	-6,3498372547
17301534	NA	NA	-0,0389284008	4,8735332154	-0,2311528832	0,8181104471	0,9467069484	-6,3498475011
17389075	ENSMUSG00000087226	Gm14015	-0,0232899926	4,9952298615	-0,2310733691	0,8181718887	0,9467446436	-6,3498656832
17200179	NA	NA	0,0405294415	6,2574915846	0,2308406392	0,8183517286	0,9468338899	-6,3499188647
17257566	NA	NA	-0,0371548358	4,4600677846	-0,2307619323	0,8184125509	0,9468338899	-6,349936838
17257567	NA	NA	-0,0371548358	4,4600677846	-0,2307619323	0,8184125509	0,9468338899	-6,349936838
17210457	NA	NA	-0,0622434181	4,3529569077	-0,2307327008	0,8184351405	0,9468338899	-6,3499435117
17330427	ENSMUSG00000049436	Upk1b	-0,0184575126	6,3213092154	-0,2307255099	0,8184406975	0,9468338899	-6,3499451533
17476728	ENSMUSG00000034957	Cebpa	-0,0289056389	5,2874154462	-0,2307226312	0,8184429221	0,9468338899	-6,3499458105
17504878	ENSMUSG00000050357	Carmil2	-0,014936482	5,8128708615	-0,2307120468	0,8184511016	0,9468338899	-6,3499482266
17250500	ENSMUSG00000018599	Mief2	-0,0209046794	6,0005992923	-0,230658106	0,8184927865	0,946848715	-6,3499605382
17317206	NA	NA	-0,0184870813	9,3387260615	-0,2304863467	0,818625524	0,9469688667	-6,3499997219
17411174	NA	NA	0,0231242287	6,0215886154	0,2303539307	0,8187278602	0,9470538437	-6,3500299103
17550795	NA	NA	-0,0192616063	4,8997619846	-0,2300316284	0,8189769612	0,9471303319	-6,3501033169
17267454	ENSMUSG00000020493	Prr11	0,0218311186	4,3028901385	0,2300195076	0,8189863294	0,9471303319	-6,3501060755
17448781	NA	NA	0,086969323	5,9531154462	0,2300162583	0,8189888409	0,9471303319	-6,350106815
17362190	ENSMUSG00000056629	Fkbp2	0,011197479	9,8850878923	0,2299805709	0,8190164242	0,9471303319	-6,3501149362
17231495	ENSMUSG00000000766	Oprm1	0,0181273749	5,1890392462	0,2299314632	0,8190543807	0,9471303319	-6,3501261093
17459716	ENSMUSG00000052738	Suclg1	0,0111921299	8,4714263077	0,2299237269	0,8190603603	0,9471303319	-6,3501278693
17523985	ENSMUSG00000111830	4930568E12Rik	0,0211638961	4,9450865385	0,2298863677	0,8190892364	0,9471303319	-6,3501363675
17249542	ENSMUSG00000018398	Sept8	0,0094409021	9,4103307846	0,2298821431	0,8190925018	0,9471303319	-6,3501373284
