	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17312236	ENSMUSG00000022579	Gpihbp1	-0,0017353733	4,4226030308	-0,0128425949	0,9898029151	0,9987232403	-6,1433826187
17203839	#N/D	#N/D	0,0024527697	6,2291708308	0,012794596	0,9898410243	0,9987232403	-6,1433832175
17208047	#N/D	#N/D	-0,0030289037	5,8544132	-0,0127529539	0,9898740865	0,9987232403	-6,1433837353
17392568	ENSMUSG00000074743	Thbd	0,0010662951	6,4801880769	0,0127043907	0,9899126438	0,9987232403	-6,1433843369
17373527	#N/D	Gm13816	0,0010413328	5,1671034	0,0126948306	0,9899202341	0,9987232403	-6,1433844551
17200745	#N/D	#N/D	0,0033309057	5,0986638308	0,0126244818	0,9899760885	0,9987232403	-6,1433853219
17263744	ENSMUSG00000069855	Slc47a2	-0,0010559647	4,1647670308	-0,0124822964	0,9900889784	0,9987232403	-6,1433870592
17523254	#N/D	#N/D	-0,001510055	5,9159964462	-0,0124522645	0,9901128228	0,9987232403	-6,1433874236
17325721	#N/D	#N/D	-0,0016411175	7,3093504615	-0,0124383455	0,990123874	0,9987232403	-6,1433875922
17521996	ENSMUSG00000025651	Uqcrc1	-0,0005234449	10,2457427538	-0,0124370027	0,99012494	0,9987232403	-6,1433876084
17374283	#N/D	#N/D	-0,0007790674	8,0237917385	-0,0124252286	0,9901342883	0,9987232403	-6,1433877509
17388687	ENSMUSG00000032841	Prr5l	-0,0008603935	6,7071474769	-0,012419423	0,9901388977	0,9987232403	-6,1433878211
17336634	#N/D	#N/D	0,0012302704	6,6832153846	0,0124158272	0,9901417527	0,9987232403	-6,1433878646
17461606	ENSMUSG00000001632	Brpf1	-0,0007034961	7,7309556154	-0,0123708106	0,9901774943	0,9987232403	-6,1433884076
17209587	#N/D	#N/D	0,0023604011	6,4780836	0,0123465275	0,9901967742	0,9987232403	-6,1433886997
17391469	#N/D	#N/D	-0,0016595974	9,2843452308	-0,0121666816	0,9903395658	0,9988365441	-6,1433908451
17424105	ENSMUSG00000028427	Aqp7	0,0011918194	5,0825439385	0,0119896386	0,9904801323	0,9989106974	-6,1433929264
17205865	#N/D	#N/D	-0,0017867774	7,5557134769	-0,0119626977	0,9905015226	0,9989106974	-6,1433932404
17509217	ENSMUSG00000038143	Stox2	-0,0006217843	8,3563123692	-0,0119589974	0,9905044605	0,9989106974	-6,1433932835
17253096	ENSMUSG00000017776	Crk	0,0004753439	9,1952688308	0,0118982258	0,9905527113	0,9989192162	-6,1433939891
17302766	ENSMUSG00000051615	Rap2a	-0,0004982629	8,2960286923	-0,0118329315	0,9906045531	0,9989192162	-6,1433947432
17204297	#N/D	#N/D	-0,0015445668	7,0496046462	-0,0118313361	0,9906058198	0,9989192162	-6,1433947615
17203861	#N/D	#N/D	0,0039356502	4,5798400923	0,0117949136	0,9906347381	0,9989192162	-6,1433951803
17269301	ENSMUSG00000048981	Krt31	-0,00150886	4,1623916	-0,0116723227	0,9907320719	0,9989269026	-6,1433965804
17457876	ENSMUSG00000029864	Gstk1	-0,0007803756	7,7357435077	-0,0116267827	0,9907682294	0,9989269026	-6,1433970967
17516194	ENSMUSG00000023186	Vwa5a	-0,000828561	7,2120071077	-0,0116154428	0,9907772329	0,9989269026	-6,143397225
17268441	#N/D	#N/D	-0,001054101	5,7033969077	-0,011476871	0,9908872553	0,9989269026	-6,1433987822
17256338	ENSMUSG00000087581	Gm11571	0,0012007816	4,3619412769	0,0114627565	0,9908984618	0,9989269026	-6,1433989398
17404109	ENSMUSG00000027531	Impa1	0,0004038651	9,2752874	0,011453139	0,9909060978	0,9989269026	-6,1433990471
17203743	#N/D	#N/D	-0,0028809105	4,0877920462	-0,0114448625	0,9909126692	0,9989269026	-6,1433991393
17207493	#N/D	#N/D	0,0020687708	5,8767582769	0,0113854717	0,990959824	0,9989269026	-6,1433997992
17256522	ENSMUSG00000001755	Coasy	-0,0008631873	6,7407603846	-0,0113459266	0,9909912218	0,9989269026	-6,1434002366
17506302	ENSMUSG00000097424	1700030M09Rik	-0,0010929555	4,9904464	-0,0113402436	0,9909957339	0,9989269026	-6,1434002994
17200969	#N/D	#N/D	0,0014369757	6,8215643538	0,0113008716	0,9910269943	0,9989269026	-6,1434007332
17539191	ENSMUSG00000044150	Bclaf3	-0,0008065118	6,7749860154	-0,01128265	0,9910414618	0,9989269026	-6,1434009334
17275060	ENSMUSG00000092998	Mir5099	-0,0012835427	12,3684895385	-0,0112586477	0,9910605191	0,9989269026	-6,1434011967
17429569	ENSMUSG00000049878	Rlf	0,0005096621	8,7199966154	0,0112482545	0,991068771	0,9989269026	-6,1434013106
17391329	#N/D	#N/D	0,0011444378	5,1975218615	0,0111507965	0,9911461504	0,9989318718	-6,1434023729
17456965	#N/D	4930412F09Rik	-0,0011301239	4,1094483385	-0,0111389158	0,9911555834	0,9989318718	-6,1434025018
17359946	#N/D	#N/D	-0,0014806084	11,4324412308	-0,0110983846	0,9911877643	0,9989318718	-6,1434029404
17366770	#N/D	#N/D	0,0014845388	4,4818674923	0,0110834561	0,9911996172	0,9989318718	-6,1434031016
17261710	ENSMUSG00000069910	Spdl1	0,0012788133	4,7123238308	0,0110389875	0,9912349242	0,9989318718	-6,1434035803
17289928	ENSMUSG00000021759	Plpp1	0,0005376953	8,2581327538	0,0110042612	0,9912624961	0,9989318718	-6,1434039529
17485910	ENSMUSG00000092518	Fam71e2	-0,0009193409	4,4990101846	-0,0109735158	0,9912869073	0,9989318718	-6,1434042817
17206691	#N/D	#N/D	-0,0027609267	5,5546480154	-0,0109061609	0,9913403857	0,9989466121	-6,1434049989
17300364	#N/D	#N/D	-0,0035169865	5,8000772154	-0,0108587904	0,9913779969	0,9989466121	-6,1434055006
17394719	#N/D	#N/D	-0,0021889469	5,3708208615	-0,0108225135	0,9914068	0,9989466121	-6,1434058834
17210437	#N/D	#N/D	0,0020295439	6,8565463231	0,0107585294	0,9914576021	0,9989466121	-6,1434065554
17290689	#N/D	#N/D	0,0011827377	6,4829382154	0,0107521543	0,9914626638	0,9989466121	-6,1434066221
17350762	ENSMUSG00000024593	Megf10	0,0006378772	7,7885187385	0,0106765463	0,9915226952	0,9989466121	-6,1434074106
17349474	ENSMUSG00000038773	Kdm3b	0,0004610949	9,2232574923	0,0106282254	0,9915610611	0,9989466121	-6,1434079116
17225630	ENSMUSG00000014602	Kif1a	0,0004059309	11,7788915385	0,0106038459	0,991580418	0,9989466121	-6,1434081635
17517284	#N/D	#N/D	-0,0012201093	4,8129887231	-0,0105685736	0,9916084235	0,9989466121	-6,1434085269
17324619	ENSMUSG00000097184	4632428C04Rik	-0,001266995	5,6677395538	-0,0105273175	0,9916411801	0,9989466121	-6,1434089505
17249888	ENSMUSG00000020522	Mfap3	0,0005967945	8,3165093692	0,0104984298	0,9916641164	0,9989466121	-6,1434092461
17502249	ENSMUSG00000031807	Pgls	-0,0009253917	6,5250520154	-0,0104727306	0,9916845211	0,9989466121	-6,1434095083
17549822	#N/D	#N/D	0,0009628384	7,0538192615	0,0104563904	0,991697495	0,9989466121	-6,1434096748
17218727	#N/D	#N/D	-0,0009283024	4,8660695231	-0,0103968412	0,9917447761	0,9989512693	-6,1434102791
17220757	#N/D	#N/D	0,0012345768	10,0143520769	0,0103738438	0,9917630356	0,9989512693	-6,1434105116
17207431	#N/D	#N/D	0,0011259463	8,3060704462	0,0102989556	0,9918224957	0,99898048	-6,143411265
17538776	#N/D	#N/D	0,0011461146	9,6153450615	0,0101500759	0,9919407039	0,9989962884	-6,1434127466
17308783	#N/D	#N/D	-0,0012685319	5,7020769385	-0,0101487937	0,991941722	0,9989962884	-6,1434127592
17340493	ENSMUSG00000101959	Ldhal6b	-0,0009665937	5,8074802615	-0,0101438451	0,9919456511	0,9989962884	-6,1434128081
17347222	ENSMUSG00000024067	Dpy30	0,0006326543	6,9035064769	0,0100724646	0,9920023262	0,9989962884	-6,1434135104
17282534	ENSMUSG00000021240	Abcd4	0,0006615728	6,8851222462	0,0100562653	0,9920151882	0,9989962884	-6,143413669
17352933	ENSMUSG00000024331	Dsc2	0,0008113036	4,71164	0,0100490076	0,9920209507	0,9989962884	-6,1434137401
17347353	#N/D	Gm6548	-0,0010479314	7,3976898154	-0,0099753707	0,9920794174	0,9990091332	-6,1434144576
17534665	#N/D	Gm14719	-0,0006520086	9,6268013846	-0,0099470493	0,9921019042	0,9990091332	-6,1434147322
17314375	#N/D	Muc19	0,0006330043	4,6046919846	0,0099178515	0,992125087	0,9990091332	-6,1434150145
17530653	ENSMUSG00000032786	Alas1	-0,0004877994	9,138205	-0,0098394736	0,992187318	0,9990333062	-6,1434157681
17421432	ENSMUSG00000070605	Zfp992	0,0015568782	6,0917865385	0,0098108867	0,9922100157	0,9990333062	-6,1434160415
17545712	ENSMUSG00000025658	Cnksr2	-0,0003220852	11,8778058462	-0,0097260037	0,9922774118	0,9990695545	-6,1434168485
17330218	ENSMUSG00000022899	Slc15a2	-0,0007165728	8,0169269846	-0,009688813	0,9923069409	0,9990695545	-6,1434171999
17510229	ENSMUSG00000000792	Slc5a5	0,0010246233	6,0226666615	0,009628924	0,9923544921	0,9990753599	-6,1434177629
17480386	ENSMUSG00000035623	Rsf1	0,0003659461	9,2410321231	0,0096048184	0,9923736317	0,9990753599	-6,1434179886
17275555	ENSMUSG00000021024	Psma6	-0,0004446239	8,3276090462	-0,0094543125	0,9924931319	0,9990906888	-6,1434193845
17410514	#N/D	#N/D	0,0012758533	4,3530666615	0,0094206206	0,992519883	0,9990906888	-6,143419694
17250909	ENSMUSG00000018347	Zkscan6	0,0007890455	6,4604364615	0,0094093127	0,9925288614	0,9990906888	-6,1434197976
17457985	ENSMUSG00000073111	Olfr446	0,0008706109	4,7552522769	0,0093969596	0,9925386696	0,9990906888	-6,1434199107
17493739	ENSMUSG00000030726	Pold3	0,0005040509	7,896091	0,0093652732	0,9925638284	0,9990906888	-6,1434202
17209645	#N/D	#N/D	0,0008641751	9,5433622154	0,0093554411	0,992571635	0,9990906888	-6,1434202896
17422685	#N/D	#N/D	0,0010003594	5,2196772769	0,0091489159	0,9927356145	0,9991086825	-6,1434221494
17383733	ENSMUSG00000026851	BC005624	0,0003915883	9,8883951077	0,0089621075	0,9928839393	0,9991086825	-6,1434237959
17211850	ENSMUSG00000061518	Cox5b	-0,0013346555	5,2840490769	-0,0089497969	0,9928937138	0,9991086825	-6,1434239032
17506206	ENSMUSG00000031825	Crispld2	0,0008877068	5,2830081538	0,0089388858	0,9929023772	0,9991086825	-6,1434239982
17505938	ENSMUSG00000031845	Bco1	0,0008067895	4,5861678154	0,0089110574	0,9929244727	0,9991086825	-6,1434242399
17538974	ENSMUSG00000067215	Usp51	-0,0006614469	5,0282431846	-0,0088509591	0,9929721905	0,9991086825	-6,1434247594
17300374	#N/D	#N/D	-0,0009018335	11,1005556769	-0,0088220823	0,9929951186	0,9991086825	-6,1434250078
17248728	ENSMUSG00000006169	Clint1	-0,0004457935	9,1210215231	-0,0087833524	0,99302587	0,9991086825	-6,1434253396
17389315	ENSMUSG00000041358	Nutm1	-0,0011141082	4,5518384	-0,0087226551	0,9930740635	0,9991086825	-6,1434258567
17230469	ENSMUSG00000060743	H3f3a	0,0009007685	5,8349143692	0,0087068737	0,9930865938	0,9991086825	-6,1434259906
17524049	ENSMUSG00000036912	Piwil4	0,0008318357	4,9106274308	0,0085743549	0,9931918133	0,9991086825	-6,143427105
17262250	#N/D	#N/D	-0,0015559851	4,3354688154	-0,0085674748	0,9931972761	0,9991086825	-6,1434271624
17391426	#N/D	#N/D	0,0009158145	9,5268607538	0,0085554766	0,9932068027	0,9991086825	-6,1434272624
17201743	#N/D	#N/D	0,0022143016	4,725478	0,0085522183	0,9932093897	0,9991086825	-6,1434272895
17201919	#N/D	#N/D	0,0022143016	4,725478	0,0085522183	0,9932093897	0,9991086825	-6,1434272895
17294761	ENSMUSG00000021615	Xrcc4	-0,0005321003	7,0603947846	-0,0085422476	0,9932173065	0,9991086825	-6,1434273725
17204333	#N/D	#N/D	0,0011484712	7,6652078462	0,0085250182	0,9932309865	0,9991086825	-6,1434275156
17265096	ENSMUSG00000018566	Slc2a4	-0,0010812448	5,2357055077	-0,0084831261	0,9932642488	0,9991086825	-6,1434278623
17200527	#N/D	#N/D	-0,0021348871	5,0893792154	-0,0084287741	0,9933074042	0,9991086825	-6,1434283097
17474329	ENSMUSG00000030366	Ceacam12	0,0012052897	4,4317416	0,008362929	0,9933596851	0,9991086825	-6,1434288477
17332661	ENSMUSG00000046201	Scaf8	-0,0003500708	9,5091833385	-0,0083538947	0,9933668583	0,9991086825	-6,1434289212
17250812	ENSMUSG00000014177	Tvp23b	-0,0004779604	8,0417272154	-0,0082970396	0,9934120013	0,9991086825	-6,143429382
17200403	#N/D	#N/D	-0,0035359325	4,8523050154	-0,0082939626	0,9934144444	0,9991086825	-6,1434294068
17532113	ENSMUSG00000036737	Oxsr1	-0,0003546774	7,9953802462	-0,0082744767	0,9934299162	0,9991086825	-6,1434295639
17370302	ENSMUSG00000047250	Ptgs1	0,0009012208	5,6481689846	0,0082259229	0,9934684679	0,9991086825	-6,1434299538
17395658	ENSMUSG00000038914	Dido1	-0,000273089	8,9932684615	-0,0082224324	0,9934712394	0,9991086825	-6,1434299817
17448744	#N/D	#N/D	0,0018147299	7,9603236	0,0081933148	0,9934943587	0,9991086825	-6,1434302144
17529888	ENSMUSG00000046997	Spsb4	0,0008043573	5,6427840615	0,0081702007	0,9935127113	0,9991086825	-6,1434303984
17210413	#N/D	#N/D	-0,0012734655	4,2378340154	-0,0081673419	0,9935149812	0,9991086825	-6,1434304212
17549422	ENSMUSG00000033837	Foxh1	-0,0007554269	4,8716283231	-0,0081435434	0,9935338772	0,9991086825	-6,1434306101
17549812	ENSMUSG00000033837	Foxh1	-0,0007554269	4,8716283231	-0,0081435434	0,9935338772	0,9991086825	-6,1434306101
17535342	#N/D	#N/D	0,0011263661	6,8972866923	0,0080972109	0,9935706653	0,9991108145	-6,1434309763
17522110	ENSMUSG00000025648	Pfkfb4	-0,0005026632	6,5455858154	-0,0080641392	0,9935969243	0,9991108145	-6,1434312364
17269263	ENSMUSG00000078253	Krtap16-1	0,0008183556	4,7976213692	0,0079745644	0,9936680467	0,9991457957	-6,1434319355
17422266	#N/D	#N/D	-0,000767934	4,1156154923	-0,0079435886	0,9936926415	0,9991457957	-6,1434321755
17430006	ENSMUSG00000028849	Map7d1	0,0002999697	9,0572987538	0,0078872899	0,9937373429	0,9991601102	-6,1434326092
17458372	ENSMUSG00000043931	Gimap7	-0,0008529903	4,1448275846	-0,0078434113	0,9937721825	0,9991645086	-6,1434329451
17401590	ENSMUSG00000040600	Eps8l3	0,0005649623	5,374179	0,0077802261	0,9938223518	0,9991790426	-6,1434334255
17210737	#N/D	#N/D	-0,001526713	6,5303888462	-0,0077484661	0,9938475693	0,9991790426	-6,1434336656
17476877	#N/D	#N/D	0,0012350585	4,2939219846	0,0076441326	0,9939304104	0,9992218687	-6,1434344471
17484080	ENSMUSG00000030965	Abraxas2	0,0003938892	8,3871447538	0,0076031217	0,9939629733	0,9992218687	-6,1434347514
17538141	ENSMUSG00000042433	Pih1h3b	0,0011301027	4,3458446615	0,0075182275	0,9940303796	0,9992218687	-6,1434353761
17313091	ENSMUSG00000022412	Mief1	-0,0005285627	7,0019044615	-0,0074803314	0,9940604692	0,9992218687	-6,1434356527
17270098	#N/D	#N/D	-0,0005856075	11,2708090769	-0,0073468242	0,9941664746	0,9992218687	-6,1434366161
17330314	#N/D	#N/D	0,000372969	7,6503852462	0,0073119155	0,9941941924	0,9992218687	-6,1434368651
17202195	#N/D	#N/D	0,0025650353	4,7726289538	0,0072808676	0,9942188445	0,9992218687	-6,1434370856
17451512	ENSMUSG00000042002	Foxn4	-0,0008805773	4,4032342923	-0,0072679529	0,9942290989	0,9992218687	-6,1434371771
17325849	ENSMUSG00000036208	Nepro	0,0005007801	6,8878832154	0,0071633197	0,9943121783	0,9992218687	-6,1434379119
17403148	ENSMUSG00000088373	Mir1956	0,0006674591	6,9454587077	0,0071581093	0,9943163154	0,9992218687	-6,1434379482
17242207	ENSMUSG00000001120	Pcbp3	0,0006291137	7,1844564769	0,007156383	0,9943176861	0,9992218687	-6,1434379602
17308165	#N/D	#N/D	-0,00044535	8,1434056154	-0,0071214042	0,9943454595	0,9992218687	-6,1434382033
17383978	ENSMUSG00000009551	6330409D20Rik	0,0009764602	5,0223938615	0,0069265296	0,9945001914	0,9992218687	-6,1434395355
17207653	#N/D	#N/D	-0,0019622703	4,5808788923	-0,0068066117	0,9945954072	0,9992218687	-6,143440337
17537423	#N/D	#N/D	-0,0008796328	4,2200283077	-0,0067536054	0,9946374946	0,9992218687	-6,1434406868
17537437	#N/D	#N/D	-0,0008796328	4,2200283077	-0,0067536054	0,9946374946	0,9992218687	-6,1434406868
17537483	#N/D	#N/D	-0,0008796328	4,2200283077	-0,0067536054	0,9946374946	0,9992218687	-6,1434406868
17537502	#N/D	#N/D	-0,0008796328	4,2200283077	-0,0067536054	0,9946374946	0,9992218687	-6,1434406868
17548977	#N/D	#N/D	-0,0005806952	4,5832762154	-0,0066456031	0,9947232494	0,9992218687	-6,1434413911
17293013	ENSMUSG00000021538	Il9	0,0010886881	4,310917	0,0066306357	0,9947351337	0,9992218687	-6,1434414878
17394727	ENSMUSG00000090213	Tmem189	-0,0005987317	7,6758460308	-0,0066257391	0,9947390216	0,9992218687	-6,1434415193
17207829	#N/D	#N/D	-0,001633898	5,1588109231	-0,0065580236	0,9947927884	0,9992218687	-6,1434419538
17491759	ENSMUSG00000070526	Peg12	-0,0008750369	4,5388092615	-0,0064836105	0,9948518732	0,9992218687	-6,1434424261
17308794	#N/D	#N/D	-0,0011080179	4,1877824615	-0,0064693865	0,9948631671	0,9992218687	-6,1434425157
17401987	ENSMUSG00000033554	Dph5	0,0003862901	7,0333064154	0,0064402205	0,9948863253	0,9992218687	-6,143442699
17296115	ENSMUSG00000021700	Rab3c	-0,0003281719	10,3480164615	-0,0064237128	0,9948994326	0,9992218687	-6,1434428023
17200047	#N/D	#N/D	0,0034117895	4,0188076615	0,0063685831	0,9949432061	0,9992218687	-6,1434431455
17544535	ENSMUSG00000050394	Armcx6	0,0004923008	5,3822136923	0,0063577654	0,9949517955	0,9992218687	-6,1434432125
17538827	#N/D	#N/D	0,0006564147	10,3957229231	0,0063458675	0,9949612426	0,9992218687	-6,1434432861
17543196	ENSMUSG00000035232	Pdk3	-0,0002667122	8,6871047077	-0,006326779	0,994976399	0,9992218687	-6,1434434038
17426553	#N/D	#N/D	0,0005677559	6,9516203231	0,0063177813	0,9949835433	0,9992218687	-6,1434434592
17315743	ENSMUSG00000022146	Osmr	0,0005372054	6,4268715077	0,0062731928	0,9950189471	0,9992218687	-6,1434437324
17400966	ENSMUSG00000027865	Gdap2	-0,0002289382	9,6813961077	-0,0062731601	0,995018973	0,9992218687	-6,1434437326
17392906	ENSMUSG00000027466	Rbck1	-0,0003169591	8,1809867231	-0,0062107808	0,9950685029	0,9992218687	-6,1434441116
17310320	ENSMUSG00000097058	4930556M19Rik	-0,0004235104	4,5012223231	-0,0061807448	0,9950923518	0,9992218687	-6,1434442927
17368762	ENSMUSG00000026806	Ddx31	-0,0003905353	6,4401456462	-0,0061578604	0,9951105224	0,9992218687	-6,1434444301
17541222	#N/D	#N/D	-0,0006570738	5,3120410462	-0,006156352	0,99511172	0,9992218687	-6,1434444392
17310550	ENSMUSG00000040452	Cdh12	0,0004322605	10,1092404	0,0061316835	0,9951313071	0,9992218687	-6,1434445867
17436099	ENSMUSG00000029149	Krtcap3	-0,0006844817	5,6808523846	-0,0061008041	0,9951558257	0,9992218687	-6,1434447705
17527173	ENSMUSG00000041986	Elmod1	0,0002276981	12,0646861538	0,0060845885	0,9951687011	0,9992218687	-6,1434448667
17204819	#N/D	#N/D	-0,0010412492	5,1649004	-0,0060553759	0,9951918963	0,9992218687	-6,1434450392
17482126	#N/D	#N/D	0,000798006	5,7671369231	0,006034597	0,995208395	0,9992218687	-6,1434451615
17201337	#N/D	#N/D	-0,0014323053	4,2721886154	-0,006029247	0,995212643	0,9992218687	-6,1434451929
17474078	ENSMUSG00000041420	Meis3	-0,0005534174	6,7361777692	-0,0060064942	0,995230709	0,9992218687	-6,1434453262
17452498	#N/D	#N/D	0,0002834164	6,5180003692	0,0058535125	0,9953521784	0,9993017226	-6,1434462091
17490024	ENSMUSG00000090383	Vmn2r58	0,0006013076	6,4224443692	0,0058189291	0,9953796381	0,9993017226	-6,1434464056
17521854	#N/D	#N/D	-0,0007781298	5,4700813846	-0,0057752409	0,9954143271	0,9993017226	-6,1434466521
17357413	#N/D	Gm6445	0,0007703836	4,0787607077	0,0057528307	0,9954321211	0,9993017226	-6,1434467778
17260357	ENSMUSG00000041126	H2afv	-0,0003614679	8,4699339846	-0,005643834	0,9955186661	0,9993026132	-6,1434473823
17219983	#N/D	#N/D	-0,0008381833	4,3437158154	-0,0056356797	0,9955251407	0,9993026132	-6,1434474271
17471296	ENSMUSG00000001521	Tulp3	0,0003929515	6,7483198462	0,0056278794	0,9955313343	0,9993026132	-6,1434474699
17220771	ENSMUSG00000057072	Spata45	0,0006901924	4,6789512154	0,0055608518	0,9955845552	0,9993026132	-6,1434478348
17353260	#N/D	#N/D	0,0005959153	4,4332066462	0,005529991	0,9956090591	0,9993026132	-6,1434480014
17338734	ENSMUSG00000044469	Tnfaip8l1	0,0004529184	6,2060408462	0,0054806937	0,9956482019	0,9993026132	-6,1434482656
17513181	ENSMUSG00000031952	Chst5	0,0005075318	5,4241670154	0,0054329391	0,9956861198	0,9993026132	-6,1434485192
17255048	ENSMUSG00000072553	Gm525	0,0005843553	5,3364813692	0,0054021376	0,9957105766	0,9993026132	-6,1434486816
17324553	ENSMUSG00000038127	Ccdc50	0,0002345234	9,0199483846	0,0053654292	0,9957397237	0,9993026132	-6,143448874
17205149	#N/D	#N/D	0,0014351327	4,9926247846	0,0052762968	0,9958104962	0,9993026132	-6,1434493356
17209339	#N/D	#N/D	0,0014351327	4,9926247846	0,0052762968	0,9958104962	0,9993026132	-6,1434493356
17456545	ENSMUSG00000059201	Lep	0,0005139515	4,1831177846	0,0052132648	0,9958605447	0,9993026132	-6,1434496573
17207025	#N/D	#N/D	0,0010779315	6,5171314615	0,0051795804	0,9958872906	0,9993026132	-6,1434498277
17402744	#N/D	#N/D	0,0004775609	4,4147316769	0,0051417426	0,9959173345	0,9993026132	-6,1434500178
17490502	ENSMUSG00000109324	Prmt1	0,0003085762	7,3528921231	0,0051374995	0,9959207035	0,9993026132	-6,143450039
17531650	ENSMUSG00000032492	Pth1r	0,0004522463	6,1175204769	0,0050028031	0,9960276548	0,9993026132	-6,1434507037
17201395	#N/D	#N/D	-0,0010163362	5,1331752154	-0,0049957679	0,9960332408	0,9993026132	-6,1434507379
17205983	#N/D	#N/D	0,0018626428	5,2188204308	0,0049548502	0,9960657302	0,9993026132	-6,1434509361
17200739	#N/D	#N/D	0,0008089541	5,9352648769	0,0049310693	0,9960846126	0,9993026132	-6,1434510505
17468048	ENSMUSG00000000627	Sema4f	-0,0003204634	7,5485936	-0,0049056457	0,9961047994	0,9993026132	-6,1434511722
17416762	#N/D	#N/D	0,0004053382	7,8538283692	0,0049015885	0,9961080209	0,9993026132	-6,1434511915
17388454	ENSMUSG00000027215	Cd82	-0,0003594315	5,7205714462	-0,0049000506	0,996109242	0,9993026132	-6,1434511989
17209661	#N/D	#N/D	-0,0012926197	4,1632263538	-0,0048684762	0,9961343127	0,9993026132	-6,143451349
17231759	#N/D	#N/D	0,0009276076	4,6933135231	0,0047954756	0,9961922765	0,9993026132	-6,1434516923
17210621	#N/D	#N/D	0,001300565	5,8653505846	0,0047128458	0,996257886	0,9993026132	-6,1434520746
17335609	#N/D	#N/D	-0,0005732728	5,2129742923	-0,0047119704	0,9962585811	0,9993026132	-6,1434520787
17313023	ENSMUSG00000042535	Gtpbp1	0,0003330565	8,9209365077	0,004674413	0,9962884023	0,9993026132	-6,1434522502
17206139	#N/D	#N/D	0,0009473157	5,9877457692	0,0046328987	0,9963213655	0,9993026132	-6,1434524383
